amount,hour_of_day,day_of_week,merchant_bucket,merchant_name,category
1208.81,8,4,6,Decathlon,entertainment
349.87,13,5,8,Practo,other
930.63,10,0,7,Nykaa,entertainment
384.86,1,0,3,Namma Metro,transport
451.42,4,6,0,Swiggy Instamart,food
367.45,1,5,0,Tea Stall,food
4886.5,23,2,9,HDFC Bank ATM,food
1257.32,19,4,5,Electricity Bill,bills
4235.53,4,0,5,HDFC EMI,bills
1177.37,12,1,8,Big Bazaar,other
546.77,23,4,8,Apollo Pharmacy,other
658.38,13,1,5,Airtel,bills
448.1,7,2,2,Rapido,transport
484.73,19,6,0,Blinkit,bills
290.7,2,3,7,Steam,entertainment
1716.11,12,0,6,Ajio,entertainment
4420.85,15,3,9,1mg,other
2545.26,19,3,8,Amazon,other
374.58,2,4,7,Myntra,entertainment
493.55,10,2,6,Ajio,entertainment
1807.06,12,4,6,PlayStation Store,entertainment
563.74,22,0,7,Crossword,entertainment
838.85,11,2,6,BookMyShow,entertainment
1827.46,2,3,7,Nykaa,entertainment
1959.02,8,3,4,Water Bill,bills
329.6,19,4,3,Air India,transport
194.99,7,0,2,Indian Railways,transport
140.19,16,2,2,Ola,other
1731.15,8,6,6,INOX,entertainment
99.98,2,1,2,BMTC,transport
540.97,23,1,1,BigBasket,food
4495.52,7,0,4,ICICI EMI,bills
52.34,3,2,3,Uber,transport
285.65,11,5,3,RedBus,transport
137.91,0,2,2,Rapido,transport
410.39,16,4,2,IndiGo,transport
86.26,4,6,0,McDonald's,food
420.45,18,6,3,Air India,transport
1039.87,3,5,5,LIC Premium,bills
382.17,2,3,3,Air India,transport
403.44,21,6,2,IndiGo,entertainment
1788.71,14,5,6,Ajio,entertainment
2929.61,23,3,9,Google Pay,other
1000.27,15,1,4,ICICI EMI,bills
796.04,9,0,1,BigBasket,food
1942.13,11,0,8,SBI ATM,other
276.02,13,6,4,Hotstar,bills
399.45,23,1,3,Air India,transport
277.63,7,3,4,BSNL,bills
3621.59,11,1,5,LIC Premium,bills
566.2,4,5,6,BookMyShow,entertainment
312.92,12,5,0,Swiggy,food
1660.08,17,3,7,Myntra,bills
685.38,2,2,1,Pizza Hut,food
2631.75,0,0,4,YouTube Premium,bills
149.41,0,4,2,IndiGo,transport
31.59,12,2,3,Namma Metro,transport
1700.07,11,0,9,Google Pay,other
2248.15,15,3,8,More Supermarket,other
3769.79,16,0,9,D-Mart,other
178.47,22,3,2,Indian Railways,transport
4591.89,2,4,4,Hotstar,bills
179.59,9,0,7,Steam,entertainment
112.96,4,3,3,Air India,transport
1132.02,2,1,8,More Supermarket,other
640.26,7,3,1,Dunzo,food
74.83,21,3,3,RedBus,transport
4282.7,8,4,5,HDFC EMI,bills
4090.46,10,5,8,More Supermarket,other
3473.08,22,4,4,Netflix,bills
3009.87,7,1,8,Big Bazaar,other
296.12,16,2,0,KFC,food
197.44,18,2,6,Ajio,entertainment
2863.62,7,1,4,BSNL,bills
1425.03,16,2,7,PVR Cinemas,entertainment
1176.49,9,0,6,Ajio,entertainment
475.28,21,0,3,RedBus,transport
2290.43,13,1,4,Jio,bills
734.19,11,0,6,BookMyShow,entertainment
4989.43,12,4,4,YouTube Premium,bills
157.5,19,6,3,Auto Rickshaw,transport
177.03,12,6,3,Air India,transport
647.15,0,1,1,Zomato,food
552.34,22,5,8,More Supermarket,other
246.18,1,1,2,Ola,transport
3457.63,22,2,5,HDFC EMI,bills
1617.86,3,0,8,More Supermarket,transport
101.04,6,6,9,Google Pay,food
71.62,18,2,3,RedBus,transport
4175.83,9,1,9,Flipkart,other
244.99,20,6,1,Pizza Hut,food
3476.26,1,3,9,1mg,other
2468.24,14,2,5,Amazon Prime,bills
3557.72,12,3,8,Zepto,other
339.8,6,1,2,BMTC,transport
169.92,1,4,6,INOX,entertainment
144.58,23,0,1,Dunzo,food
1735.08,7,5,5,Amazon Prime,bills
1866.76,21,5,7,PVR Cinemas,entertainment
4693.44,6,3,8,Practo,other
193.62,2,0,0,Blinkit,food
239.14,5,6,0,Subway,food
1589.08,10,3,6,Ajio,entertainment
336.03,18,6,2,Indian Railways,transport
219.58,15,2,2,BMTC,transport
266.14,15,2,3,Auto Rickshaw,transport
38.46,0,5,2,Indian Railways,transport
3151.02,10,0,4,Hotstar,bills
776.96,6,1,1,Pizza Hut,food
431.73,23,4,2,Ola Electric,transport
2737.46,18,4,4,YouTube Premium,bills
4754.1,1,3,8,Big Bazaar,other
4984.27,14,0,8,PhonePe,other
3028.33,2,3,4,ICICI EMI,bills
1186.61,10,6,7,Crossword,entertainment
1571.38,20,6,8,Practo,other
728.29,8,3,0,Tea Stall,food
1263.87,14,1,4,Jio,transport
1624.54,8,4,7,PVR Cinemas,food
2558.58,23,6,8,Amazon,other
444.79,18,1,4,Netflix,bills
3920.41,7,3,8,Practo,other
2770.81,6,0,8,Apollo Pharmacy,other
139.31,4,5,7,Nykaa,transport
3424.36,13,1,4,Water Bill,bills
786.72,9,2,6,INOX,entertainment
436.09,4,6,8,Zepto,other
765.19,2,6,0,Swiggy,food
3871.29,10,0,5,Airtel,bills
2719.5,16,0,8,Big Bazaar,other
1592.44,11,6,6,PlayStation Store,entertainment
654.95,17,2,0,Blinkit,food
653.28,2,0,1,BigBasket,food
270.6,22,4,2,Rapido,transport
188.66,10,6,2,Ola Electric,transport
296.78,16,6,6,Ajio,entertainment
1280.04,15,6,7,Steam,entertainment
4883.07,23,1,9,Flipkart,other
835.82,20,2,7,Nykaa,entertainment
237.4,0,4,2,Ola,transport
1825.22,23,6,4,Netflix,bills
397.61,4,6,1,Pizza Hut,food
624.59,18,1,0,Swiggy Instamart,food
1479.22,10,0,6,Decathlon,entertainment
4192.61,10,1,8,Big Bazaar,other
1607.86,3,0,4,ICICI EMI,bills
3540.05,12,1,4,BSNL,bills
4910.27,16,2,4,ICICI EMI,bills
274.87,0,0,1,Chai Point,food
645.86,4,4,5,Amazon Prime,bills
1876.41,3,2,9,Flipkart,other
1075.75,6,4,5,Airtel,bills
283.62,17,6,0,KFC,food
4076.73,17,4,9,Flipkart,other
3323.71,3,3,8,PhonePe,other
365.13,21,2,0,Haldirams,food
529.06,18,0,4,BSNL,bills
401.92,11,3,0,Swiggy,food
2995.18,17,6,8,Apollo Pharmacy,other
331.27,18,5,2,Rapido,transport
402.74,23,5,0,Swiggy,food
264.65,13,0,2,Ola Electric,transport
3993.84,6,3,9,Google Pay,other
1133.94,21,3,8,SBI ATM,other
185.25,12,4,2,BMTC,transport
611.78,19,6,6,PlayStation Store,entertainment
536.25,15,0,0,KFC,food
610.09,22,1,1,Dominos,food
2943.0,21,1,8,Zepto,other
499.11,23,0,3,Auto Rickshaw,transport
773.91,8,0,0,McDonald's,food
642.79,22,0,9,D-Mart,transport
949.44,4,5,7,Steam,entertainment
782.94,12,5,1,Burger King,food
3349.29,20,1,9,Paytm,other
437.58,21,1,3,Auto Rickshaw,transport
931.16,8,0,6,PlayStation Store,entertainment
1584.65,1,5,6,BookMyShow,entertainment
885.47,9,1,7,Steam,entertainment
3891.23,15,6,4,ICICI EMI,bills
1585.66,7,3,9,HDFC Bank ATM,entertainment
422.94,12,2,2,BMTC,transport
454.31,0,6,3,RedBus,transport
125.06,17,4,2,Indian Railways,transport
270.57,22,0,3,Namma Metro,transport
4037.21,23,3,4,Gas Bill,bills
724.08,8,6,1,Dominos,food
467.06,19,4,2,Ola Electric,transport
2535.48,16,0,8,Zepto,other
388.88,17,3,3,Namma Metro,transport
1047.75,3,5,9,Paytm,other
1404.86,8,4,4,ICICI EMI,bills
424.12,19,4,2,Ola Electric,transport
2412.09,6,1,8,SBI ATM,other
2462.11,7,4,5,HDFC EMI,bills
4795.97,0,5,4,ICICI EMI,bills
152.75,13,6,0,Haldirams,food
451.24,23,0,0,Blinkit,food
380.96,4,1,0,Swiggy Instamart,food
37.58,0,4,3,Uber,transport
1321.74,14,1,6,PlayStation Store,entertainment
508.83,2,6,1,Dominos,food
3782.55,7,0,4,Gas Bill,bills
417.37,22,5,6,Decathlon,entertainment
662.8,6,6,1,Dunzo,food
268.55,18,1,7,PVR Cinemas,entertainment
3512.26,11,6,8,SBI ATM,other
151.11,3,5,6,INOX,entertainment
943.13,5,1,9,1mg,bills
670.46,6,1,1,Dominos,food
2356.89,19,1,4,Netflix,bills
593.05,11,5,0,Haldirams,food
938.02,2,6,4,ICICI EMI,bills
102.26,1,4,2,Ola,transport
72.09,5,1,2,Indian Railways,transport
375.96,22,6,1,Zomato,food
362.59,21,4,2,IndiGo,transport
2969.54,10,3,8,More Supermarket,other
275.77,18,1,3,Air India,transport
1689.71,14,2,7,Crossword,entertainment
4645.75,0,1,5,Electricity Bill,bills
983.25,2,6,6,Decathlon,entertainment
721.22,1,1,9,D-Mart,other
2844.32,12,5,9,Flipkart,other
762.57,16,1,9,Reliance Fresh,other
719.49,1,4,8,Big Bazaar,other
1283.32,17,0,9,Flipkart,other
1445.62,10,4,5,Airtel,bills
225.31,6,1,2,Ola,transport
268.62,19,3,3,Uber,transport
460.04,23,6,0,Tea Stall,food
1525.57,10,0,4,Netflix,bills
70.49,21,5,0,Subway,food
72.76,10,1,1,Chai Point,food
4770.13,3,3,9,Paytm,transport
3958.58,23,4,8,Amazon,other
284.63,21,0,1,Burger King,food
1531.48,5,0,8,Big Bazaar,other
3373.9,17,3,9,Google Pay,other
3886.11,4,1,4,YouTube Premium,bills
402.85,12,3,4,Hotstar,bills
69.69,19,0,1,Dunzo,food
234.21,11,5,0,Haldirams,food
2743.7,12,3,4,Water Bill,other
831.44,8,4,8,SBI ATM,other
337.44,11,2,3,Namma Metro,transport
370.21,17,5,2,Indian Railways,transport
355.05,7,3,0,Swiggy,food
2354.12,11,6,8,PhonePe,other
527.18,16,1,0,Subway,food
465.51,12,2,2,Ola,bills
4584.65,23,0,8,PhonePe,other
4818.29,20,1,4,Water Bill,bills
4414.22,7,4,9,Paytm,other
273.59,2,3,3,Auto Rickshaw,transport
513.61,22,3,4,Netflix,bills
937.27,18,5,9,D-Mart,other
298.43,13,6,4,BSNL,bills
226.83,3,2,2,IndiGo,transport
2072.27,20,3,5,Spotify,food
383.68,1,1,3,Namma Metro,transport
745.87,21,1,7,Myntra,entertainment
4574.79,0,5,5,Spotify,bills
358.39,8,6,0,KFC,food
2745.23,0,6,5,Spotify,bills
135.89,22,4,3,Namma Metro,transport
1724.6,4,3,8,Practo,other
3401.02,10,0,8,Amazon,other
4967.0,9,1,4,Jio,bills
485.47,11,1,3,Auto Rickshaw,transport
4429.05,3,3,9,HDFC Bank ATM,other
63.23,22,4,3,Uber,transport
1134.32,19,1,7,PVR Cinemas,entertainment
345.82,15,1,2,Ola Electric,transport
499.73,1,3,3,Namma Metro,transport
738.6,19,6,1,Zomato,food
4957.97,3,3,9,HDFC Bank ATM,other
2807.49,16,0,8,Big Bazaar,other
665.26,0,4,1,Dominos,food
134.01,4,6,0,Blinkit,food
1297.49,12,2,8,Amazon,other
601.39,9,6,7,Nykaa,entertainment
4548.89,0,4,9,D-Mart,other
400.2,4,0,3,Air India,transport
656.39,16,5,1,Zomato,food
1531.99,7,3,8,PhonePe,other
229.24,4,6,9,Reliance Fresh,other
1889.04,19,4,6,INOX,entertainment
2311.33,10,2,9,1mg,other
1421.29,23,2,6,BookMyShow,bills
471.52,1,6,2,Indian Railways,transport
4001.55,7,3,4,Hotstar,bills
1086.74,3,0,6,BookMyShow,entertainment
470.65,6,6,2,Ola,transport
320.99,12,4,1,Dominos,food
70.45,4,5,0,Subway,food
1910.29,6,2,7,PVR Cinemas,transport
2262.44,17,1,5,Spotify,bills
1290.12,15,3,7,Nykaa,entertainment
3143.78,16,6,8,Apollo Pharmacy,other
755.09,9,4,4,Jio,bills
635.18,10,2,1,Dunzo,food
458.11,23,4,2,Ola Electric,transport
132.2,11,4,3,Auto Rickshaw,transport
568.33,0,4,1,Dunzo,bills
485.63,2,6,1,BigBasket,food
4687.75,22,3,4,BSNL,bills
2133.11,19,5,4,BSNL,bills
2161.62,19,4,8,Zepto,other
1677.54,20,4,6,PlayStation Store,entertainment
3423.57,14,0,8,Zepto,other
3939.3,18,3,8,PhonePe,other
2870.17,9,0,9,HDFC Bank ATM,other
3132.04,6,1,9,Google Pay,other
161.33,4,6,3,Auto Rickshaw,transport
1925.19,1,3,6,Decathlon,entertainment
2417.59,12,5,8,PhonePe,other
779.26,0,5,0,Blinkit,food
688.05,23,1,7,Steam,entertainment
3383.72,19,2,9,HDFC Bank ATM,other
86.49,17,6,2,IndiGo,transport
671.01,11,3,0,KFC,food
571.36,19,3,0,Haldirams,food
3034.05,11,4,4,ICICI EMI,transport
64.88,17,3,2,BMTC,transport
3188.73,6,0,8,SBI ATM,other
581.44,21,1,8,SBI ATM,other
294.32,3,2,3,Namma Metro,transport
279.9,7,4,2,Indian Railways,transport
3204.62,1,6,4,Water Bill,bills
408.81,7,0,0,McDonald's,food
375.69,12,3,0,Swiggy Instamart,food
675.28,12,4,1,Zomato,food
180.72,0,0,3,Air India,transport
509.05,8,0,0,Swiggy,food
4317.47,10,0,5,Airtel,bills
1739.51,16,1,6,INOX,entertainment
2114.56,4,0,8,Zepto,other
1495.85,15,3,4,Water Bill,bills
408.39,22,3,6,Ajio,entertainment
342.27,19,1,2,Indian Railways,transport
4387.62,23,5,5,Amazon Prime,food
1965.77,18,5,6,BookMyShow,entertainment
2046.67,16,5,8,Amazon,bills
1072.35,14,1,9,1mg,other
285.65,22,1,0,Haldirams,food
72.18,17,0,2,Indian Railways,transport
249.33,5,0,7,PVR Cinemas,transport
552.15,16,5,6,Ajio,entertainment
2820.89,11,3,5,LIC Premium,bills
105.75,21,4,1,Dunzo,food
435.13,5,6,5,Society Maintenance,bills
4334.2,9,4,8,Apollo Pharmacy,other
373.37,9,0,1,Zomato,food
140.06,3,3,2,Ola Electric,transport
1819.58,23,6,6,INOX,entertainment
1838.82,2,0,6,INOX,entertainment
449.25,18,4,3,RedBus,transport
145.33,13,1,3,Auto Rickshaw,transport
4165.76,23,5,9,D-Mart,other
2187.5,7,6,8,Big Bazaar,other
4255.57,5,4,9,Flipkart,other
1297.99,14,5,5,HDFC EMI,bills
491.46,23,5,1,Chai Point,food
961.79,22,0,7,PVR Cinemas,entertainment
548.3,12,4,7,Nykaa,entertainment
195.24,0,3,2,Ola,transport
4219.34,5,1,8,Zepto,other
612.79,12,5,4,BSNL,bills
4946.58,3,5,4,Gas Bill,bills
3715.68,16,5,4,BSNL,bills
177.15,12,3,2,Rapido,other
2994.1,21,2,8,PhonePe,other
280.09,17,6,3,Air India,transport
719.13,1,6,0,McDonald's,food
3520.3,7,5,5,Society Maintenance,bills
3031.29,22,2,9,D-Mart,other
736.94,19,2,8,Zepto,other
423.48,2,2,8,Zepto,other
2635.68,1,5,4,Gas Bill,bills
1800.87,12,3,7,Steam,transport
1561.3,21,1,6,Decathlon,entertainment
256.18,2,4,1,Dunzo,food
780.02,15,4,0,Tea Stall,food
834.59,19,4,8,PhonePe,other
1690.39,4,2,6,INOX,entertainment
4971.54,1,6,9,Paytm,other
103.21,20,1,8,PhonePe,other
443.85,21,6,2,BMTC,transport
2027.89,19,2,4,ICICI EMI,bills
1378.72,5,2,6,BookMyShow,entertainment
1778.89,11,2,9,D-Mart,other
2086.63,18,3,4,Gas Bill,bills
161.2,20,1,3,Air India,transport
426.44,12,6,3,Air India,transport
282.17,18,0,3,Auto Rickshaw,transport
581.19,21,2,4,Water Bill,bills
366.76,15,1,3,Namma Metro,transport
1024.09,18,1,5,Society Maintenance,bills
395.21,11,0,3,Air India,transport
70.98,22,3,2,IndiGo,transport
2549.72,8,3,4,Netflix,bills
1670.16,15,6,9,Google Pay,other
235.5,9,5,5,Electricity Bill,bills
4479.95,18,0,8,Zepto,other
413.19,1,1,1,BigBasket,food
2951.69,8,6,9,HDFC Bank ATM,other
345.9,2,2,1,Dominos,bills
4172.3,6,0,5,HDFC EMI,bills
317.3,6,6,3,Namma Metro,transport
285.02,13,3,6,Decathlon,entertainment
4773.06,4,5,4,Water Bill,other
644.34,1,6,0,Subway,food
3155.07,3,5,4,ICICI EMI,bills
394.7,23,6,8,PhonePe,other
150.41,4,1,2,Ola,transport
3858.23,12,1,9,Reliance Fresh,other
408.37,13,3,2,IndiGo,transport
629.69,16,3,1,Pizza Hut,food
667.44,5,1,6,PlayStation Store,entertainment
740.84,23,5,6,Decathlon,entertainment
3717.59,13,2,5,HDFC EMI,bills
3145.12,5,4,5,Spotify,bills
457.03,2,6,3,Air India,transport
358.64,0,0,6,BookMyShow,entertainment
329.38,7,4,0,KFC,food
328.47,3,6,2,Rapido,transport
1199.26,10,2,5,Airtel,bills
1155.54,5,5,6,Ajio,transport
688.34,16,4,0,KFC,food
1990.69,15,1,7,Crossword,entertainment
903.84,20,6,7,Steam,entertainment
1321.98,4,5,6,PlayStation Store,entertainment
436.49,23,5,1,Pizza Hut,food
120.39,2,4,2,BMTC,transport
359.63,3,5,2,Rapido,transport
80.62,19,1,3,Uber,transport
119.45,12,5,1,BigBasket,food
233.56,8,3,0,Swiggy Instamart,food
242.33,0,4,2,IndiGo,transport
268.97,2,5,2,Indian Railways,transport
1809.72,15,3,6,INOX,entertainment
2897.36,8,3,5,HDFC EMI,bills
472.23,10,1,3,Air India,transport
4508.29,17,1,8,SBI ATM,entertainment
701.77,22,3,0,Swiggy Instamart,food
97.49,21,1,0,McDonald's,food
464.38,20,4,3,Auto Rickshaw,transport
176.39,5,1,2,Ola,transport
3112.57,23,3,8,More Supermarket,other
403.71,21,6,2,Indian Railways,transport
2810.37,4,1,9,1mg,bills
357.19,7,6,3,Namma Metro,transport
1095.61,17,2,8,PhonePe,other
3678.7,14,5,5,LIC Premium,bills
650.7,0,4,6,Ajio,entertainment
2972.1,15,4,4,Water Bill,bills
502.71,18,3,1,Dunzo,food
380.11,5,0,0,McDonald's,food
3059.9,16,3,4,YouTube Premium,bills
721.54,10,1,1,Chai Point,food
2642.83,4,1,8,More Supermarket,other
779.06,4,6,0,Subway,food
3685.05,1,4,4,Hotstar,bills
147.35,17,3,2,Ola,transport
4435.64,16,4,8,Zepto,other
1811.63,6,5,9,Paytm,other
1085.53,20,4,5,HDFC EMI,bills
483.79,8,2,6,BookMyShow,entertainment
59.36,18,6,2,Ola Electric,transport
425.4,5,1,9,Paytm,other
558.49,4,5,9,Reliance Fresh,other
3675.86,18,5,8,More Supermarket,other
1652.7,15,2,5,Airtel,bills
4133.92,0,4,9,Google Pay,other
499.79,18,3,7,PVR Cinemas,entertainment
158.89,1,5,1,Zomato,food
119.48,3,6,3,Uber,transport
201.66,19,6,6,INOX,entertainment
352.02,4,1,0,Blinkit,food
73.94,4,5,1,Chai Point,food
2739.47,14,1,4,YouTube Premium,bills
37.77,18,1,3,Auto Rickshaw,transport
1118.68,21,1,7,Steam,entertainment
1575.63,3,1,6,PlayStation Store,entertainment
1564.65,17,5,5,Airtel,bills
1851.67,0,4,6,INOX,entertainment
3061.95,12,1,4,BSNL,bills
195.24,11,2,1,BigBasket,food
1639.88,23,5,7,PVR Cinemas,entertainment
586.75,18,4,1,Dominos,food
3000.19,0,6,5,Amazon Prime,bills
138.99,8,1,1,Dunzo,food
720.61,11,3,6,Decathlon,entertainment
1216.87,0,2,4,BSNL,bills
167.13,4,3,0,Subway,food
510.69,15,1,1,Burger King,food
915.12,19,0,8,Amazon,other
919.32,18,0,7,PVR Cinemas,entertainment
1734.02,16,5,6,INOX,entertainment
764.69,5,6,0,KFC,food
699.84,1,1,1,Chai Point,food
322.39,12,3,1,BigBasket,food
2312.22,13,6,8,Zepto,other
2324.94,21,6,5,HDFC EMI,bills
4248.67,7,2,4,ICICI EMI,bills
1689.86,8,3,6,INOX,entertainment
212.86,3,6,6,Decathlon,food
230.56,23,6,9,1mg,other
953.72,8,6,7,PVR Cinemas,entertainment
437.21,17,0,0,Blinkit,food
626.27,18,0,9,Paytm,bills
95.6,2,1,1,Chai Point,food
1307.86,14,5,9,Flipkart,entertainment
410.24,9,2,2,Ola,transport
1571.16,12,1,9,Paytm,other
63.07,13,1,0,Swiggy,food
3446.23,14,3,4,Gas Bill,bills
156.4,3,4,7,Nykaa,entertainment
652.74,6,4,0,Tea Stall,food
1851.74,13,3,7,Nykaa,entertainment
771.14,2,4,7,PVR Cinemas,entertainment
29.11,1,2,3,RedBus,transport
690.14,10,5,7,PVR Cinemas,entertainment
670.75,14,4,8,Big Bazaar,food
1836.47,1,0,7,PVR Cinemas,entertainment
3887.48,17,0,4,Gas Bill,bills
3566.79,22,2,9,Reliance Fresh,other
4987.68,2,2,8,Zepto,transport
260.88,18,2,3,Air India,other
4571.62,19,4,8,More Supermarket,other
477.46,18,3,7,PVR Cinemas,entertainment
502.24,23,2,0,Blinkit,food
766.59,4,1,0,Blinkit,food
1021.54,18,2,6,BookMyShow,entertainment
385.85,13,1,2,Rapido,transport
341.47,19,2,2,IndiGo,transport
4978.79,14,6,9,Flipkart,other
712.57,21,1,0,McDonald's,bills
436.68,17,6,0,Swiggy,food
46.36,5,5,2,Indian Railways,transport
520.83,3,6,0,Tea Stall,food
510.07,11,5,8,Big Bazaar,other
2571.84,18,3,9,Google Pay,other
488.49,0,5,3,Uber,transport
4826.45,21,4,9,Google Pay,other
102.96,17,3,1,Pizza Hut,food
970.6,3,3,4,BSNL,bills
4650.02,18,3,5,Amazon Prime,bills
156.52,5,0,8,More Supermarket,other
364.09,10,3,0,Swiggy,food
681.59,12,4,0,McDonald's,food
118.63,20,5,0,Blinkit,food
718.24,21,6,0,Swiggy Instamart,food
3039.52,13,4,8,Apollo Pharmacy,other
3785.57,18,5,9,D-Mart,other
607.56,18,2,6,BookMyShow,entertainment
454.27,2,6,2,BMTC,transport
2193.03,15,4,9,HDFC Bank ATM,other
343.61,22,4,2,BMTC,transport
1949.2,3,6,9,D-Mart,other
445.28,20,0,6,Ajio,entertainment
3234.3,19,3,9,D-Mart,other
1877.56,13,0,6,PlayStation Store,entertainment
927.26,14,0,4,Water Bill,bills
205.25,5,2,3,Uber,transport
3188.55,8,4,9,Reliance Fresh,other
4841.54,7,2,8,PhonePe,other
2558.86,19,0,9,D-Mart,other
850.86,4,6,6,PlayStation Store,entertainment
433.93,0,4,9,Google Pay,other
799.03,3,4,1,Dominos,food
327.25,5,6,3,Air India,transport
131.67,15,5,3,Uber,transport
454.5,7,0,7,Myntra,entertainment
652.19,10,6,4,Gas Bill,bills
729.82,8,6,1,Burger King,food
797.06,3,3,4,Water Bill,bills
1126.79,9,2,5,Spotify,bills
351.55,2,3,0,Blinkit,food
1567.56,4,5,7,PVR Cinemas,entertainment
3814.19,20,0,5,Society Maintenance,bills
3674.48,12,3,8,More Supermarket,other
490.14,8,3,8,Practo,other
3957.66,10,4,9,Flipkart,other
200.74,8,4,2,Ola Electric,transport
1273.07,7,5,6,Decathlon,entertainment
2792.81,9,4,9,Google Pay,other
721.92,18,2,7,PVR Cinemas,entertainment
730.21,19,1,4,Jio,bills
4239.61,15,2,8,Amazon,other
446.79,1,2,2,Indian Railways,transport
562.07,1,1,0,Blinkit,food
2820.67,12,1,8,Big Bazaar,other
1954.14,20,1,6,Ajio,entertainment
295.74,19,0,0,KFC,food
147.07,20,5,6,BookMyShow,entertainment
1563.7,18,2,8,Apollo Pharmacy,other
347.56,8,6,2,Indian Railways,entertainment
2537.77,1,2,8,SBI ATM,other
1658.36,9,2,6,BookMyShow,entertainment
1536.91,10,4,7,Nykaa,entertainment
764.74,10,1,0,Subway,food
33.87,4,1,3,Air India,transport
4404.13,4,6,4,ICICI EMI,bills
356.29,1,0,3,Namma Metro,transport
1255.66,7,0,7,Crossword,entertainment
369.12,5,0,0,Tea Stall,food
482.37,14,3,2,Rapido,transport
690.17,4,6,7,Nykaa,entertainment
332.22,2,1,4,ICICI EMI,bills
642.13,16,6,5,Airtel,bills
3268.85,1,0,4,Gas Bill,bills
2629.72,12,3,9,Google Pay,entertainment
472.18,2,1,6,INOX,entertainment
2276.03,0,6,9,HDFC Bank ATM,other
2160.44,8,6,5,Amazon Prime,bills
56.55,23,0,2,Indian Railways,transport
129.83,15,2,2,BMTC,other
370.16,17,0,3,Air India,transport
800.14,8,4,6,INOX,entertainment
342.44,22,6,3,Uber,transport
193.77,8,0,2,BMTC,transport
240.85,20,2,0,Blinkit,food
3750.62,6,6,5,HDFC EMI,bills
165.62,22,3,1,Dominos,food
3873.45,23,3,5,Society Maintenance,bills
2308.68,12,6,9,Flipkart,other
329.63,21,5,2,BMTC,transport
111.98,17,4,2,Ola,transport
1805.7,11,5,7,PVR Cinemas,entertainment
650.9,2,4,0,Swiggy,food
584.37,22,5,6,BookMyShow,entertainment
176.0,17,4,3,Auto Rickshaw,other
178.89,7,2,3,Auto Rickshaw,transport
101.84,12,3,0,Swiggy Instamart,food
1819.51,13,2,6,Decathlon,entertainment
460.06,11,2,2,BMTC,transport
2751.87,17,2,5,Spotify,bills
213.08,22,6,1,BigBasket,food
3462.58,23,5,8,Zepto,other
791.12,17,3,5,Society Maintenance,bills
4383.25,23,3,8,Practo,other
4942.04,16,4,8,SBI ATM,other
49.24,10,3,3,Air India,transport
2448.77,8,6,9,Reliance Fresh,other
816.0,1,6,6,PlayStation Store,entertainment
455.34,12,5,1,BigBasket,food
4541.79,17,5,4,BSNL,bills
270.3,7,4,2,Rapido,transport
789.0,21,4,1,Zomato,food
499.17,5,4,7,Crossword,transport
2932.56,6,1,9,D-Mart,other
27.15,7,1,3,Uber,transport
395.98,12,0,0,Blinkit,other
680.96,19,5,0,Swiggy Instamart,food
2456.15,12,0,8,Zepto,other
271.6,11,3,1,Pizza Hut,food
593.38,17,2,0,Haldirams,food
4728.29,18,4,4,Netflix,bills
365.86,17,5,0,KFC,food
216.16,18,2,2,BMTC,transport
629.82,0,3,1,Chai Point,transport
803.11,8,2,6,BookMyShow,entertainment
465.21,0,5,9,Reliance Fresh,other
551.33,13,2,0,Haldirams,food
328.23,2,5,0,Haldirams,entertainment
794.84,7,2,0,Haldirams,food
292.95,12,4,0,Swiggy Instamart,food
2400.23,16,4,9,Google Pay,other
620.16,13,3,0,Swiggy Instamart,food
790.05,17,5,8,PhonePe,other
880.6,19,3,8,SBI ATM,other
375.09,17,4,0,Swiggy Instamart,food
4975.53,21,5,8,PhonePe,other
791.76,11,6,7,PVR Cinemas,entertainment
2322.32,2,4,9,HDFC Bank ATM,other
1417.11,7,1,6,BookMyShow,entertainment
373.71,22,6,0,McDonald's,food
2705.01,17,6,4,Netflix,bills
489.33,17,6,2,BMTC,transport
478.73,4,0,0,Haldirams,food
697.27,3,3,6,Decathlon,entertainment
1374.83,4,3,7,PVR Cinemas,entertainment
3963.26,3,4,4,BSNL,bills
3081.9,18,3,9,Flipkart,other
98.11,19,3,2,Rapido,transport
2355.99,22,2,5,Airtel,bills
704.24,17,2,4,BSNL,bills
4207.87,10,3,5,Spotify,bills
2932.09,4,6,9,Reliance Fresh,other
3609.18,0,5,4,Jio,bills
744.01,10,3,1,Dominos,entertainment
1023.22,4,2,5,LIC Premium,bills
409.61,17,4,6,Decathlon,entertainment
3980.02,0,0,4,YouTube Premium,bills
758.99,16,1,0,Tea Stall,food
135.38,4,3,3,RedBus,transport
456.68,11,0,0,Haldirams,food
1318.81,1,0,6,Decathlon,bills
507.81,14,6,0,Swiggy,food
114.63,5,3,0,Tea Stall,food
607.9,7,6,0,Swiggy,food
479.26,1,3,6,INOX,other
285.43,0,0,1,BigBasket,food
1766.79,18,6,7,PVR Cinemas,entertainment
3555.51,7,6,5,HDFC EMI,bills
244.8,18,4,2,IndiGo,transport
2119.41,4,4,9,Reliance Fresh,other
3876.52,13,6,5,LIC Premium,bills
590.71,4,3,0,Subway,food
59.67,23,6,2,IndiGo,transport
165.3,17,5,0,Swiggy,bills
